source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,qlikview,qlikview,1.0,exact,accepted
Jobs,qos,qos,1.0,exact,accepted
Jobs,qradar,qradar,1.0,exact,accepted
Jobs,qualitative research,qualitative research,1.0,exact,accepted
Jobs,quality assurance,quality assurance,1.0,exact,accepted
Jobs,quantitative modeling,quantitative modeling,1.0,exact,accepted
Jobs,r,r,1.0,exact,accepted
Course,r,r,1.0,exact,accepted
Jobs,raspberry pi basics,raspberry pi basics,1.0,exact,accepted
Jobs,razor,razor,1.0,exact,accepted
Jobs,react,react,1.0,exact,accepted
Course,react,react,1.0,exact,accepted
Jobs,react basics,react,0.8656,semantic,accepted
Jobs,react frameworks,react frameworks,1.0,exact,accepted
Jobs,react native,react native,1.0,exact,accepted
Jobs,"react, angular, vue.js","react, angular, vue.js",1.0,exact,accepted
Jobs,react/redux,react/redux,1.0,exact,accepted
Jobs,react/vue expert,vue frameworks,0.7073,semantic,review
Jobs,react/vue frameworks,vue frameworks,0.8902,semantic,accepted
Jobs,react/vue frameworks advanced,vue frameworks,0.874,semantic,accepted
Jobs,react/vue frameworks expert,vue frameworks,0.834,semantic,review
Jobs,reactjs,react,0.8904,semantic,accepted
Jobs,real-time analytics,real-time analytics,1.0,exact,accepted
Jobs,real-time analytics and ml,real-time analytics and ml,1.0,exact,accepted
Jobs,real-time analytics and ml integration,real-time analytics and ml,0.9372,semantic,accepted
Jobs,real-time data analytics,real-time analytics,0.9358,semantic,accepted
Course,recruitment,recruitment,1.0,exact,accepted
Jobs,redis,redis,1.0,exact,accepted
Jobs,redshift,redshift,1.0,exact,accepted
Jobs,redux,redux,1.0,exact,accepted
Jobs,"redux, vuex",redux/vuex,0.9903,semantic,accepted
Jobs,redux/vuex,redux/vuex,1.0,exact,accepted
OBE,regresi,regresi,1.0,exact,accepted
Jobs,regression,regression,1.0,exact,accepted
Course,regression,regression,1.0,exact,accepted
Jobs,regression analysis,regression,0.8752,semantic,accepted
Jobs,regression testing,regression testing,1.0,exact,accepted
Course,regulations and compliance,compliance,0.8589,semantic,accepted
Jobs,reinforcement learning,reinforcement learning,1.0,exact,accepted
Course,reinforcement learning,reinforcement learning,1.0,exact,accepted
Jobs,relationship building,relationship building,1.0,exact,accepted
Jobs,relationship management,relationship management,1.0,exact,accepted
Jobs,release management,release management,1.0,exact,accepted
Jobs,remix ide,remix ide,1.0,exact,accepted
Jobs,remix ide advanced,remix ide,0.9279,semantic,accepted
Jobs,remix ide basics,remix ide,0.8728,semantic,accepted
Jobs,report preparation,report preparation,1.0,exact,accepted
Jobs,report writing,report writing,1.0,exact,accepted
Jobs,reporting,reporting,1.0,exact,accepted
Jobs,reporting and analytics,analytics,0.8486,semantic,review
Jobs,reporting and dashboard creation,reporting and dashboards,0.9151,semantic,accepted
Jobs,reporting and dashboards,reporting and dashboards,1.0,exact,accepted
Jobs,reporting and documentation,reporting and documentation,1.0,exact,accepted
Jobs,reporting basics,reporting basics,1.0,exact,accepted
Jobs,repository management,repository management,1.0,exact,accepted
Jobs,requirement documentation,requirement documentation,1.0,exact,accepted
Jobs,requirement elicitation,requirement elicitation,1.0,exact,accepted
Jobs,requirement gathering,requirement gathering,1.0,exact,accepted
Jobs,requirement management,requirement management,1.0,exact,accepted
Jobs,requirements gathering,requirement gathering,0.9236,semantic,accepted
Jobs,research,research,1.0,exact,accepted
Jobs,research and accuracy,research and accuracy,1.0,exact,accepted
Course,research and design,research and design,1.0,exact,accepted
Jobs,research and development,research and development,1.0,exact,accepted
Jobs,research and fact-checking,fact-checking,0.8086,semantic,review
Jobs,research management,research management,1.0,exact,accepted
Jobs,research methodologies,research methods,0.8605,semantic,accepted
Jobs,research methods,research methods,1.0,exact,accepted
Jobs,research skills,research skills,1.0,exact,accepted
Course,resilience,resilience,1.0,exact,accepted
Jobs,resource allocation,resource allocation,1.0,exact,accepted
Jobs,resource allocation basics,resource allocation,0.9279,semantic,accepted
Jobs,resource optimization,resource allocation,0.8719,semantic,accepted
Jobs,resource planning,resource planning,1.0,exact,accepted
Jobs,resource prioritization,resource prioritization,1.0,exact,accepted
Jobs,responsive design,responsive design,1.0,exact,accepted
Jobs,responsive layouts,responsive design,0.8508,semantic,accepted
OBE,rest api,rest api,1.0,exact,accepted
Jobs,rest api,rest api,1.0,exact,accepted
Jobs,rest api basics,rest api,0.903,semantic,accepted
Jobs,rest api development,rest api,0.856,semantic,accepted
Jobs,rest api integration,rest api integration,1.0,exact,accepted
Jobs,rest api knowledge,rest api,0.8046,semantic,review
Jobs,"rest api, graphql",rest api/graphql,0.989,semantic,accepted
Jobs,rest api/graphql,rest api/graphql,1.0,exact,accepted
Jobs,rest apis,rest api,0.9368,semantic,accepted
Jobs,"rest apis, graphql",rest api/graphql,0.9797,semantic,accepted
Jobs,restassured,restassured,1.0,exact,accepted
Jobs,restful api,rest api,0.9149,semantic,accepted
Jobs,restful api design,rest api,0.7922,semantic,review
Jobs,restful apis,rest api,0.8782,semantic,accepted
Jobs,restful services,restful services,1.0,exact,accepted
Course,retail sales,retail sales,1.0,exact,accepted
Course,retail store operations,retail store operations,1.0,exact,accepted
Jobs,reverse engineering,reverse engineering,1.0,exact,accepted
Jobs,rigging,rigging,1.0,exact,accepted
Jobs,risk and quality management,risk and quality management,1.0,exact,accepted
Jobs,risk and quality oversight,risk and quality oversight,1.0,exact,accepted
Jobs,risk assessment,risk assessment,1.0,exact,accepted
Jobs,risk assessment and mitigation,risk management,0.7487,semantic,review
Jobs,risk assessment basics,risk assessment,0.9044,semantic,accepted
Jobs,risk management,risk management,1.0,exact,accepted
Course,risk management,risk management,1.0,exact,accepted
Jobs,risk management and mitigation,risk management,0.8906,semantic,accepted
Jobs,roadmap development,roadmap planning,0.8794,semantic,accepted
Jobs,roadmap development and execution,roadmap planning,0.774,semantic,review
Jobs,roadmap execution,roadmap planning,0.7493,semantic,review
Jobs,roadmap planning,roadmap planning,1.0,exact,accepted
Jobs,robotics,robotics,1.0,exact,accepted
Jobs,robotics control algorithms,advanced robotics control,0.7774,semantic,review
Jobs,robotics control theory,robotics control theory,1.0,exact,accepted
Jobs,room,room,1.0,exact,accepted
Jobs,ros,ros,1.0,exact,accepted
Jobs,ros advanced,ros advanced,1.0,exact,accepted
Jobs,ros advanced development,ros basics,0.8232,semantic,review
Jobs,ros basics,ros basics,1.0,exact,accepted
Jobs,ros development,ros basics,0.8539,semantic,accepted
OBE,routing,routing,1.0,exact,accepted
Jobs,routing,routing,1.0,exact,accepted
Jobs,routing basics,routing,0.9028,semantic,accepted
Jobs,rtos,rtos,1.0,exact,accepted
Jobs,ruby,ruby,1.0,exact,accepted
Jobs,ruby advanced,ruby advanced,1.0,exact,accepted
Jobs,ruby basics,ruby basics,1.0,exact,accepted
Jobs,ruby on rails,ruby on rails,1.0,exact,accepted
Jobs,rust,rust,1.0,exact,accepted
Jobs,rust basics,rust basics,1.0,exact,accepted
Jobs,s3,s3,1.0,exact,accepted
Course,saas,saas,1.0,exact,accepted
Jobs,sales,sales,1.0,exact,accepted
Course,sales,sales,1.0,exact,accepted
Jobs,sales automation,sales automation,1.0,exact,accepted
Jobs,sales automation awareness,sales automation awareness,1.0,exact,accepted
Jobs,sales forecasting,sales forecasting,1.0,exact,accepted
Jobs,sales leadership,sales leadership,1.0,exact,accepted
Jobs,sales strategy,sales strategy,1.0,exact,accepted
Course,sales systems,sales systems,1.0,exact,accepted
Jobs,salesforce,salesforce,1.0,exact,accepted
Course,salesforce,salesforce,1.0,exact,accepted
Jobs,salesforce administration,salesforce administration,1.0,exact,accepted
OBE,sap,sap,1.0,exact,accepted
Jobs,sap modules,sap modules,1.0,exact,accepted
Jobs,sas,sas,1.0,exact,accepted
Course,sas,sas,1.0,exact,accepted
Jobs,sass,sas,0.8696,semantic,accepted
Jobs,sast,sast,1.0,exact,accepted
Jobs,scala,scala,1.0,exact,accepted
Course,scala,scala,1.0,exact,accepted
Jobs,scala advanced,scala,0.8694,semantic,accepted
Jobs,scala basics,scala,0.8634,semantic,accepted
Jobs,scalability,scalability,1.0,exact,accepted
Jobs,scalable dapps,scalable dapps,1.0,exact,accepted
Jobs,scheduling,scheduling,1.0,exact,accepted
Jobs,scheduling and budgeting,budgeting,0.8249,semantic,review
Jobs,schema markup,schema markup,1.0,exact,accepted
Jobs,schema markup and structured data,schema markup,0.8722,semantic,accepted
Jobs,schema markup and structured data implementation,schema markup,0.814,semantic,review
Jobs,schema markup basics,schema markup,0.9448,semantic,accepted
Jobs,schema markup implementation,schema markup,0.917,semantic,accepted
Jobs,scientific writing,scientific writing,1.0,exact,accepted
Jobs,scikit-learn,scikit-learn,1.0,exact,accepted
OBE,scm (supply chain management),scm (supply chain management),1.0,exact,accepted
Jobs,scripting,scripting,1.0,exact,accepted
Jobs,scripting fundamentals,scripting,0.8659,semantic,accepted
Jobs,"scripting: python, bash, powershell",python/bash/powershell,0.9292,semantic,accepted
OBE,scrum,scrum,1.0,exact,accepted
Jobs,scrum,scrum,1.0,exact,accepted
Course,scrum,scrum,1.0,exact,accepted
Jobs,scrum and kanban basics,scrum and kanban basics,1.0,exact,accepted
Jobs,sd-wan,sd-wan,1.0,exact,accepted
Jobs,sdn,sdn,1.0,exact,accepted
Jobs,seaborn,seaborn,1.0,exact,accepted
Jobs,search console,search console,1.0,exact,accepted
Jobs,search console basics,search console,0.905,semantic,accepted
Jobs,search engine optimization,search engine optimization,1.0,exact,accepted
Course,search engine optimization,search engine optimization,1.0,exact,accepted
Jobs,secrets management,secrets management,1.0,exact,accepted
Jobs,secure coding,secure coding,1.0,exact,accepted
Jobs,secure coding practices,secure coding,0.9071,semantic,accepted
Course,securities sales,securities sales,1.0,exact,accepted
Course,securities trading,securities trading,1.0,exact,accepted
Jobs,security,security,1.0,exact,accepted
Jobs,security analysis,security analysis,1.0,exact,accepted
Jobs,security and compliance,security compliance,0.9668,semantic,accepted
Jobs,security and compliance basics,security compliance,0.9007,semantic,accepted
Jobs,security and compliance knowledge,security compliance,0.8592,semantic,accepted
Jobs,security auditing,security audits,0.9609,semantic,accepted
Jobs,security audits,security audits,1.0,exact,accepted
Jobs,security automation,security automation,1.0,exact,accepted
Jobs,security compliance,security compliance,1.0,exact,accepted
Jobs,security consulting,security consulting,1.0,exact,accepted
Jobs,"security frameworks (nist, iso)","security frameworks (nist, iso)",1.0,exact,accepted
Jobs,security groups,security groups,1.0,exact,accepted
Jobs,security information and event management (siem),security information and event management (siem),1.0,exact,accepted
Jobs,security integration,security integration,1.0,exact,accepted
Jobs,security leadership,security leadership,1.0,exact,accepted
Jobs,security management,security management,1.0,exact,accepted
Jobs,security policies,security policies,1.0,exact,accepted
Jobs,security protocols,security protocols,1.0,exact,accepted
Jobs,security solutions,security solutions,1.0,exact,accepted
Jobs,security tools,security tools,1.0,exact,accepted
Jobs,selenium,selenium,1.0,exact,accepted
Jobs,selenium basics,webdriver,0.9145,semantic,accepted
Jobs,selenium webdriver,webdriver,0.8717,semantic,accepted
Jobs,selenium webdriver basics,webdriver,0.7679,semantic,review
Jobs,sem basics,sem basics,1.0,exact,accepted
Course,semantic web,semantic web,1.0,exact,accepted
Jobs,sensor and actuator integration,sensor and actuator integration,1.0,exact,accepted
Jobs,sensor fusion,sensor fusion,1.0,exact,accepted
Jobs,sensor fusion and actuator control,sensor fusion and actuator control,1.0,exact,accepted
Jobs,sensor fusion and actuator integration,sensor fusion and actuator control,0.9078,semantic,accepted
Jobs,sensor integration,sensor integration,1.0,exact,accepted
Jobs,sensor integration and actuator management,sensor and actuator integration,0.9418,semantic,accepted
Jobs,sensor integration and fusion,sensor fusion,0.9164,semantic,accepted
Jobs,sensor integration basics,sensor integration,0.9453,semantic,accepted
Jobs,sensor technology,sensor technology,1.0,exact,accepted
Jobs,sensors,sensors,1.0,exact,accepted
Jobs,"sensors basics (lidar, ultrasonic, infrared)",lidar and infrared sensors basics,0.8761,semantic,accepted
Jobs,seo,seo,1.0,exact,accepted
Jobs,seo and analytics expertise,seo and analytics expertise,1.0,exact,accepted
Jobs,seo and keyword optimization,seo and keyword optimization,1.0,exact,accepted
Jobs,seo and keyword research,seo keyword research,0.9783,semantic,accepted
Jobs,seo and sem fundamentals,seo/sem,0.9254,semantic,accepted
Jobs,seo and sem optimization,seo/sem,0.8838,semantic,accepted
Jobs,seo basics,basic seo,0.9377,semantic,accepted
Jobs,seo copywriting,seo copywriting,1.0,exact,accepted
Jobs,seo fundamentals,basic seo,0.8452,semantic,review
Jobs,seo keyword research,seo keyword research,1.0,exact,accepted
Jobs,seo optimization,basic seo,0.7275,semantic,review
Jobs,seo optimization and analytics,basic seo,0.8707,semantic,accepted
Jobs,seo optimization and backlinking,seo optimization and backlinking,1.0,exact,accepted
Jobs,seo strategy,basic seo,0.7682,semantic,review
Jobs,seo strategy and execution,basic seo,0.7019,semantic,review
Jobs,seo strategy and planning,basic seo,0.9063,semantic,accepted
Jobs,seo strategy and roadmap,seo strategy and roadmap,1.0,exact,accepted
Jobs,seo strategy development,basic seo,0.7006,semantic,review
Jobs,"seo, sem, ppc",seo/sem/ppc,0.9458,semantic,accepted
Jobs,"seo, sem, ppc campaigns",seo/sem/ppc,0.809,semantic,review
Jobs,"seo, sem, ppc expertise",seo/sem/ppc,0.8776,semantic,accepted
Jobs,"seo, sem, ppc optimization",seo/sem/ppc,0.8759,semantic,accepted
Jobs,seo/sem,seo/sem,1.0,exact,accepted
Jobs,seo/sem and ppc campaigns,seo/sem/ppc,0.8103,semantic,review
Jobs,seo/sem fundamentals,seo/sem,0.9229,semantic,accepted
Jobs,seo/sem optimization,seo/sem,0.8849,semantic,accepted
Jobs,seo/sem/ppc,seo/sem/ppc,1.0,exact,accepted
Jobs,seo/sem/ppc campaign management,seo/sem/ppc,0.7903,semantic,review
Jobs,seo/sem/ppc campaigns,seo/sem/ppc,0.812,semantic,review
Jobs,seo/sem/ppc management,seo/sem/ppc,0.9238,semantic,accepted
Jobs,seo/sem/ppc optimization,seo/sem/ppc,0.8848,semantic,accepted
Jobs,server-side programming,server-side programming,1.0,exact,accepted
Jobs,serverless,serverless,1.0,exact,accepted
Jobs,serverless architecture,serverless computing,0.8606,semantic,accepted
Jobs,serverless computing,serverless computing,1.0,exact,accepted
Jobs,service discovery,service discovery,1.0,exact,accepted
Jobs,service mesh,service mesh,1.0,exact,accepted
Jobs,servlets,servlets,1.0,exact,accepted
Jobs,servo motors basics,servo motors basics,1.0,exact,accepted
Jobs,shader programming,shader programming,1.0,exact,accepted
Jobs,shader programming hlsl/glsl,shader programming hlsl/glsl,1.0,exact,accepted
Jobs,shap,shap,1.0,exact,accepted
Jobs,sharepoint,sharepoint,1.0,exact,accepted
Jobs,sharepoint framework,frameworks,0.8648,semantic,accepted
Jobs,shell scripting,bash basics,0.9375,semantic,accepted
Jobs,shell scripting (bash/zsh),bash/zsh scripting,0.9619,semantic,accepted
Course,shipping and receiving,shipping and receiving,1.0,exact,accepted
Jobs,siem tools,siem tools,1.0,exact,accepted
Jobs,signalr,signalr,1.0,exact,accepted
Jobs,simulation,simulation,1.0,exact,accepted
Jobs,"simulation (gazebo, rviz)","gazebo, rviz simulation",0.9842,semantic,accepted
Jobs,simulation tools,simulation tools,1.0,exact,accepted
Jobs,"simulation tools (gazebo, rviz)","gazebo, rviz simulation",0.8939,semantic,accepted
Jobs,simulator,simulator,1.0,exact,accepted
Jobs,sip,sip,1.0,exact,accepted
Jobs,site architecture optimization,site architecture optimization,1.0,exact,accepted
Jobs,site indexing basics,site indexing basics,1.0,exact,accepted
Jobs,site speed optimization,site speed optimization,1.0,exact,accepted
Jobs,six sigma,six sigma,1.0,exact,accepted
Jobs,sketch,sketch,1.0,exact,accepted
Course,small data,small data,1.0,exact,accepted
Jobs,smart contract development,smart contracts,0.7882,semantic,review
Jobs,smart contract development and testing,smart contract testing,0.9049,semantic,accepted
Jobs,smart contract implementation,smart contract implementation,1.0,exact,accepted
Jobs,smart contract optimization,smart contract optimization,1.0,exact,accepted
Jobs,smart contract optimization and security audits,smart contract optimization and security audits,1.0,exact,accepted
Jobs,smart contract security audits,smart contract security audits,1.0,exact,accepted
Jobs,smart contract testing,smart contract testing,1.0,exact,accepted
Jobs,smart contracts,smart contracts,1.0,exact,accepted
Jobs,smart contracts basics,smart contracts,0.852,semantic,accepted
Jobs,smart contracts development,smart contracts,0.8689,semantic,accepted
Jobs,smart contracts implementation,smart contract implementation,0.94,semantic,accepted
Jobs,snort,snort,1.0,exact,accepted
Jobs,snowflake,snowflake,1.0,exact,accepted
Jobs,soa,soa,1.0,exact,accepted
Jobs,soap apis,soap apis,1.0,exact,accepted
Jobs,soapui,soapui,1.0,exact,accepted
Jobs,soapui basics,soapui basics,1.0,exact,accepted
Jobs,soc operations,soc operations,1.0,exact,accepted
Course,social media,social media,1.0,exact,accepted
Jobs,social media basics,social media basics,1.0,exact,accepted
Jobs,social media campaigns,social media campaigns,1.0,exact,accepted
Jobs,social media content,social media content,1.0,exact,accepted
Jobs,social media management,social media management,1.0,exact,accepted
Jobs,social media marketing,content marketing,0.7523,semantic,review
Jobs,social media marketing basics,content marketing,0.8568,semantic,accepted
Jobs,social media platforms,social media platforms,1.0,exact,accepted
Jobs,social media seo basics,social media seo basics,1.0,exact,accepted
Jobs,social media strategy,content marketing,0.8557,semantic,accepted
Jobs,social selling,social selling,1.0,exact,accepted
Jobs,software architecture,software architecture,1.0,exact,accepted
Course,software architecture,software architecture,1.0,exact,accepted
Jobs,software configuration management,configuration management,0.8865,semantic,accepted
Jobs,software design,software design,1.0,exact,accepted
Jobs,software development,software development,1.0,exact,accepted
Jobs,software development lifecycle (sdlc),software development lifecycle (sdlc),1.0,exact,accepted
Course,software engineering,software engineering,1.0,exact,accepted
Jobs,software frameworks,frameworks,0.9181,semantic,accepted
Jobs,software packaging,software packaging,1.0,exact,accepted
Jobs,software quality,software quality,1.0,exact,accepted
Course,software testing,software testing,1.0,exact,accepted
Jobs,solarwinds,solarwinds,1.0,exact,accepted
Jobs,solid principles,solid principles,1.0,exact,accepted
Jobs,solidity,solidity,1.0,exact,accepted
Jobs,solidity advanced,solidity advanced,1.0,exact,accepted
Jobs,solidity basics,solidity basics,1.0,exact,accepted
Jobs,solidworks,solidworks,1.0,exact,accepted
Jobs,solidworks advanced,solidworks,0.9013,semantic,accepted
Jobs,solidworks basics,solidworks,0.8433,semantic,review
Jobs,solution design,solution design,1.0,exact,accepted
Jobs,sonarqube,sonarqube,1.0,exact,accepted
Jobs,soql,soql,1.0,exact,accepted
Jobs,spacy basics,spacy basics,1.0,exact,accepted
Jobs,spark,spark,1.0,exact,accepted
Jobs,spark basics,apache spark,0.8034,semantic,review
Jobs,spark fundamentals,apache spark,0.7447,semantic,review
Jobs,spark streaming,spark streaming,1.0,exact,accepted
Jobs,spatial analysis,spatial analysis,1.0,exact,accepted
Course,spatial analysis,spatial analysis,1.0,exact,accepted
Jobs,spatial computing,spatial computing,1.0,exact,accepted
Jobs,spatial computing basics,spatial computing,0.9063,semantic,accepted
Jobs,splunk,splunk,1.0,exact,accepted
Jobs,splunk enterprise security,splunk enterprise security,1.0,exact,accepted
Course,spreadsheet software,spreadsheet software,1.0,exact,accepted
Jobs,spring,spring,1.0,exact,accepted
Jobs,spring basics,spring basics,1.0,exact,accepted
Jobs,spring boot,spring boot,1.0,exact,accepted
Jobs,spring framework,spring basics,0.7996,semantic,review
Jobs,spring framework basics,spring basics,0.8636,semantic,accepted
OBE,sprint (agile),sprint (agile),1.0,exact,accepted
Jobs,sprint planning,sprint planning,1.0,exact,accepted
Jobs,spss,spss,1.0,exact,accepted
OBE,sql,sql,1.0,exact,accepted
Jobs,sql,sql,1.0,exact,accepted
Course,sql,sql,1.0,exact,accepted
Jobs,sql & database management,database management,0.9115,semantic,accepted
Jobs,sql (mysql/postgresql),postgresql,0.8113,semantic,review
Jobs,sql advanced,advanced sql,0.9629,semantic,accepted
Jobs,sql basics,sql basics,1.0,exact,accepted
Jobs,sql fundamentals,sql fundamentals,1.0,exact,accepted
Jobs,sql optimization,sql optimization,1.0,exact,accepted
Jobs,sql queries,sql,0.8519,semantic,accepted
Jobs,sql querying,sql,0.8366,semantic,review
Jobs,sql server,sql server,1.0,exact,accepted
Jobs,"sql, nosql, s3, azure blob","sql, nosql, s3, azure blob",1.0,exact,accepted
Jobs,sqlalchemy,sqlalchemy,1.0,exact,accepted
Jobs,sqlite,sqlite,1.0,exact,accepted
Jobs,sre,sre,1.0,exact,accepted
Jobs,ssis,ssis,1.0,exact,accepted
Jobs,ssrs,ssrs,1.0,exact,accepted
Jobs,staff development,staff development,1.0,exact,accepted
Jobs,stakeholder collaboration,stakeholder engagement,0.8216,semantic,review
Jobs,stakeholder communication,stakeholder engagement,0.8227,semantic,review
Jobs,stakeholder communication and engagement,stakeholder engagement,0.9262,semantic,accepted
Jobs,stakeholder engagement,stakeholder engagement,1.0,exact,accepted
Jobs,stakeholder engagement and communication,stakeholder engagement,0.9328,semantic,accepted
Jobs,stakeholder engagement and negotiation,stakeholder engagement,0.9237,semantic,accepted
Jobs,stakeholder management,stakeholder engagement,0.8205,semantic,review
Jobs,stakeholder management and communication,stakeholder engagement,0.7765,semantic,review
Jobs,stakeholder management and negotiation,stakeholder engagement,0.7879,semantic,review
Jobs,static code analysis,static code analysis,1.0,exact,accepted
Jobs,statistical analysis,statistical analysis,1.0,exact,accepted
Jobs,statistical modeling,statistical modeling,1.0,exact,accepted
Jobs,statistics,statistics,1.0,exact,accepted
Course,statistics,statistics,1.0,exact,accepted
Jobs,statistics and probability,statistics and probability,1.0,exact,accepted
Jobs,"statistics: probability, linear algebra","statistics: probability, linear algebra",1.0,exact,accepted
OBE,statistika/probabilitas,statistika/probabilitas,1.0,exact,accepted
Jobs,storage,storage,1.0,exact,accepted
Jobs,storyboarding,storyboarding,1.0,exact,accepted
Jobs,storytelling,storytelling,1.0,exact,accepted
Course,storytelling,storytelling,1.0,exact,accepted
Jobs,storytelling and creativity,creativity and storytelling,0.9906,semantic,accepted
Jobs,strategic alignment,strategic alignment,1.0,exact,accepted
Jobs,strategic alignment with business goals,strategic alignment,0.862,semantic,accepted
Jobs,strategic content planning,content strategy,0.8226,semantic,review
Jobs,strategic copywriting,copywriting,0.851,semantic,accepted
Jobs,strategic digital marketing planning,marketing strategy,0.8773,semantic,accepted
Jobs,strategic marketing planning,marketing strategy,0.8369,semantic,review
Jobs,strategic planning,strategic planning,1.0,exact,accepted
Jobs,strategic project alignment,strategic project alignment,1.0,exact,accepted
Jobs,strategic project management,strategic project management,1.0,exact,accepted
Jobs,strategic qa planning,strategic qa planning,1.0,exact,accepted
Jobs,strategic vision,strategic vision,1.0,exact,accepted
Course,strategy,strategy,1.0,exact,accepted
Course,strategy and operations,strategy and operations,1.0,exact,accepted
Jobs,structured authoring,structured authoring,1.0,exact,accepted
Jobs,subnets,subnets,1.0,exact,accepted
Jobs,subnetting,subnetting,1.0,exact,accepted
Jobs,supervised/unsupervised learning,supervised/unsupervised learning,1.0,exact,accepted
Course,supplier relationship management,supplier relationship management,1.0,exact,accepted
Course,supply chain and logistics,supply chain and logistics,1.0,exact,accepted
Course,supply chain systems,supply chain systems,1.0,exact,accepted
Course,survey creation,survey design,0.875,semantic,accepted
Jobs,survey design,survey design,1.0,exact,accepted
Jobs,swift,swift,1.0,exact,accepted
Course,swift,swift,1.0,exact,accepted
OBE,switching,switching,1.0,exact,accepted
Jobs,switching,switching,1.0,exact,accepted
Jobs,symfony,symfony,1.0,exact,accepted
Jobs,symfony),symfony,0.9422,semantic,accepted
Jobs,system administration,system administration,1.0,exact,accepted
Jobs,system analysis,system analysis,1.0,exact,accepted
Jobs,system architecture,system architecture,1.0,exact,accepted
Jobs,system design,system design,1.0,exact,accepted
Jobs,system engineering,system engineering,1.0,exact,accepted
Jobs,system migration,system migration,1.0,exact,accepted
Jobs,system monitoring,system monitoring,1.0,exact,accepted
Jobs,system performance,system performance,1.0,exact,accepted
Jobs,system reliability,system reliability,1.0,exact,accepted
Course,system software,system software,1.0,exact,accepted
Jobs,systems administration,system administration,0.9554,semantic,accepted
Jobs,systems analysis,system analysis,0.9323,semantic,accepted
Jobs,systems design,system design,0.9418,semantic,accepted
Course,systems design,system design,0.9418,semantic,accepted
Jobs,systems integration,systems integration,1.0,exact,accepted
Jobs,t-sql,t-sql,1.0,exact,accepted
Jobs,tableau,tableau,1.0,exact,accepted
Course,tableau,tableau,1.0,exact,accepted
Jobs,tableau basics,tableau,0.8617,semantic,accepted
Jobs,tailwind css,tailwind css,1.0,exact,accepted
Jobs,talend,talend,1.0,exact,accepted
Jobs,talend basics,talend,0.854,semantic,accepted
Course,talent management,talent management,1.0,exact,accepted
Jobs,task and milestone tracking,task and milestone tracking,1.0,exact,accepted
Jobs,task planning with jira/trello,task planning with jira/trello,1.0,exact,accepted
Jobs,task scheduling,task scheduling,1.0,exact,accepted
Course,taxes,taxes,1.0,exact,accepted
Jobs,taxonomy,taxonomy,1.0,exact,accepted
OBE,tcp/ip,tcp/ip,1.0,exact,accepted
Jobs,tcp/ip,tcp/ip,1.0,exact,accepted
Jobs,tcp/ip basics,tcp/ip,0.8865,semantic,accepted
Jobs,tcp/ip networking,tcp/ip,0.8711,semantic,accepted
Jobs,tcp/ip networking basics,tcp/ip,0.813,semantic,review
Jobs,"tcp/ip, ipv6","tcp/ip, ipv6",1.0,exact,accepted
Jobs,team collaboration,collaboration,0.9149,semantic,accepted
Jobs,team communication,team communication,1.0,exact,accepted
Jobs,team coordination,team coordination,1.0,exact,accepted
Jobs,team facilitation,team facilitation,1.0,exact,accepted
Jobs,team leadership,collaboration,0.9016,semantic,accepted
Jobs,team leadership and collaboration,collaboration,0.7104,semantic,review
Jobs,team leadership and conflict resolution,team leadership and conflict resolution,1.0,exact,accepted
Jobs,team leadership and mentoring,mentoring,0.782,semantic,review
Jobs,team leadership and mentorship,mentoring,0.7208,semantic,review
Jobs,team management,team management,1.0,exact,accepted
Jobs,team management and conflict resolution,team leadership and conflict resolution,0.9118,semantic,accepted
Jobs,team mentoring,mentoring,0.8618,semantic,accepted
Jobs,teamcity,teamcity,1.0,exact,accepted
Jobs,teamwork,teamwork,1.0,exact,accepted
Jobs,teamwork and collaboration,collaboration,0.8458,semantic,review
Jobs,technical accuracy,technical accuracy,1.0,exact,accepted
Jobs,technical animation,animation,0.8763,semantic,accepted
Jobs,technical documentation,documentation,0.904,semantic,accepted
Jobs,technical expertise,technical expertise,1.0,exact,accepted
Jobs,technical leadership,technical leadership,1.0,exact,accepted
Jobs,technical operations,technical operations,1.0,exact,accepted
Course,technical product management,product management,0.8559,semantic,accepted
Jobs,technical sales,technical sales,1.0,exact,accepted
Jobs,technical seo,basic seo,0.7563,semantic,review
Jobs,technical seo audits,technical seo audits,1.0,exact,accepted
Jobs,technical seo basics,basic seo,0.8536,semantic,accepted
Jobs,technical support,technical support,1.0,exact,accepted
Jobs,technical writing,technical writing,1.0,exact,accepted
Jobs,technology adoption,technology adoption,1.0,exact,accepted
Jobs,technology consulting,technology consulting,1.0,exact,accepted
Jobs,technology solutions,technology solutions,1.0,exact,accepted
Jobs,technology strategy,technology strategy,1.0,exact,accepted
Jobs,tensorflow,tensorflow,1.0,exact,accepted
Course,tensorflow,tensorflow,1.0,exact,accepted
Jobs,tensorflow basics,tensorflow,0.8851,semantic,accepted
Jobs,terraform,terraform,1.0,exact,accepted
Jobs,terraform awareness,terraform,0.8101,semantic,review
Jobs,terraform basics,terraform,0.867,semantic,accepted
Jobs,terraform/ansible awareness,terraform/ansible awareness,1.0,exact,accepted
Jobs,terraform/cloudformation awareness,terraform,0.7216,semantic,review
Jobs,terraform/cloudformation basics,terraform,0.7894,semantic,review
